Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2916,923227100,20,RL,80.0,13384,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,1979,Gable,CompShg,Plywood,Plywood,BrkFace,194.0,TA,TA,PConc,TA,TA,Av,Rec,119.0,BLQ,344.0,641.0,1104.0,GasA,Fa,Y,SBrkr,1360,0,0,1360,1.0,0.0,1,0,3,1,TA,8,Typ,1,TA,Attchd,1969.0,RFn,1.0,336.0,TA,TA,Y,160,0,0,0,0,0,,,,0,5,2006,WD ,Normal
1481,907420080,60,RL,63.0,8199,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0.0,80.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,410.0,TA,TA,Y,36,18,0,0,0,0,,,,0,10,2008,WD ,Normal
1154,532377020,20,RL,60.0,6360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,489.0,Unf,0.0,375.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1963.0,Unf,1.0,276.0,TA,TA,Y,0,0,0,0,0,0,,,Shed,650,1,2008,COD,Abnorml
2117,906426195,60,RL,,53107,Pave,,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,595.0,1580.0,GasA,Ex,Y,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992.0,Fin,2.0,501.0,TA,TA,Y,216,231,0,0,0,0,,,,0,6,2007,WD ,Normal
415,527455050,160,RL,24.0,2364,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,320.0,Unf,0.0,484.0,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,0.0,1.0,2,1,3,1,TA,7,Typ,1,TA,Detchd,1978.0,Unf,2.0,440.0,TA,TA,Y,108,0,0,0,0,0,,,,0,7,2009,WD ,Normal
2385,528114010,20,RL,120.0,14780,Pave,,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,Ex,Y,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,1085.0,TA,TA,Y,354,56,0,0,156,0,,,,0,6,2006,WD ,Normal
1010,527183060,120,RL,65.0,5950,Pave,,IR1,HLS,AllPub,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,319.0,Unf,0.0,1018.0,1337.0,GasA,Gd,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,RFn,2.0,462.0,TA,TA,Y,0,73,154,0,0,0,,,,0,4,2008,WD ,Normal
1180,533250110,120,RL,22.0,11064,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,Ex,Y,SBrkr,1239,0,0,1239,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Fa,Attchd,1995.0,Fin,2.0,477.0,TA,TA,Y,172,24,0,0,0,0,,,,0,8,2008,WD ,Normal
2425,528228430,120,RM,,3072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,0.0,306.0,1365.0,GasA,Ex,Y,SBrkr,1548,0,0,1548,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2004.0,Fin,2.0,388.0,TA,TA,Y,143,20,0,0,0,0,,,,0,9,2006,WD ,Normal
934,909451100,160,RM,24.0,1488,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,90.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,176,0,0,0,0,0,,GdPrv,,0,10,2009,WD ,Normal
1410,905427070,70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,501.0,1127.0,GasA,Ex,Y,SBrkr,1236,872,0,2108,0.0,0.0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2.0,540.0,TA,TA,Y,0,0,0,0,90,0,,,,0,7,2008,WD ,Normal
2197,909250150,70,RL,55.0,10592,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,602.0,602.0,GasA,TA,Y,SBrkr,900,602,0,1502,0.0,0.0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1923.0,Unf,1.0,180.0,TA,TA,Y,96,0,112,0,53,0,,,,0,8,2007,WD ,Normal
242,905453080,20,RL,44.0,17485,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,Y,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2010,Con,Partial
1973,535478040,85,RL,66.0,6760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,734.0,Unf,0.0,162.0,896.0,GasA,TA,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962.0,RFn,1.0,288.0,TA,TA,Y,24,90,160,0,0,0,,,,0,10,2007,WD ,Normal
2841,909101050,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,Fa,7,Typ,0,,Detchd,1955.0,Unf,1.0,280.0,TA,TA,P,207,0,96,0,0,0,,,,0,7,2006,WD ,Normal
1597,923225310,180,RM,21.0,1974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,501.0,Unf,0.0,25.0,526.0,GasA,Gd,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,RFn,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,,,,0,6,2008,WD ,Normal
2638,902101050,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,TA,TA,CBlock,TA,TA,No,Rec,276.0,Unf,0.0,936.0,1212.0,GasA,Gd,Y,FuseA,1226,442,0,1668,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,140,0,0,0,,,,0,5,2006,WD ,Normal
144,535153070,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1194.0,1194.0,GasA,TA,Y,SBrkr,1194,0,0,1194,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,120,0,0,0,,,,0,4,2010,WD ,Normal
256,906477110,80,RL,80.0,8816,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504.0,Unf,0.0,506.0,1010.0,GasA,Gd,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1971.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD ,Normal
2285,923225050,120,RM,44.0,4224,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,Unf,0.0,268.0,1142.0,GasA,TA,Y,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,528.0,TA,TA,Y,536,90,0,0,0,0,,MnPrv,,0,8,2007,WD ,Normal
1674,527427160,120,RH,33.0,4113,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1337.0,1337.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,2001.0,Fin,2.0,511.0,TA,TA,Y,136,68,0,0,0,0,,,,0,7,2007,WD ,Normal
1195,534204030,20,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,260.0,Rec,456.0,196.0,912.0,GasA,Ex,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1978.0,Unf,2.0,576.0,TA,TA,Y,233,0,0,0,0,0,,,,0,7,2008,WD ,Normal
1696,528110040,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,Unf,0.0,740.0,2552.0,GasA,Ex,Y,SBrkr,2552,0,0,2552,1.0,0.0,2,0,3,1,Ex,8,Typ,2,Ex,Attchd,2007.0,Fin,3.0,932.0,TA,TA,Y,130,28,0,0,0,0,,,,0,10,2007,New,Partial
1820,532354010,20,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0.0,340.0,970.0,GasA,TA,Y,SBrkr,970,0,0,970,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,,,,0,7,2007,WD ,Normal
1561,911370490,120,RM,44.0,3843,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,162,53,0,153,0,0,,,,0,8,2008,New,Partial
999,527107210,60,RL,57.0,21872,Pave,,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,0.0,125.0,729.0,GasA,Ex,Y,SBrkr,729,717,0,1446,0.0,1.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1996.0,Unf,2.0,406.0,TA,TA,Y,264,22,0,0,0,0,,,,0,8,2008,WD ,Normal
80,531452180,60,RL,,9453,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1993.0,RFn,2.0,457.0,TA,TA,Y,370,70,0,238,0,0,,,,0,2,2010,WD ,Normal
2847,909175030,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388.0,Unf,0.0,552.0,940.0,GasA,Ex,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,108,0,0,0,,,,0,6,2006,WD ,Normal
1852,533242090,60,FV,,8010,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,964.0,Unf,0.0,90.0,1054.0,GasA,Ex,Y,SBrkr,1072,976,0,2048,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Gd,Detchd,2003.0,Unf,2.0,552.0,TA,TA,Y,0,48,0,0,180,0,,,,0,8,2007,WD ,Normal
421,528102040,20,RL,96.0,12456,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172.0,Unf,0.0,528.0,1700.0,GasA,Ex,Y,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,216,48,0,0,0,0,,,,0,7,2009,WD ,Normal
2371,527451450,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,TA,Y,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal
1808,531363040,20,RL,63.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,1,3,1,Gd,5,Typ,0,,,,,0.0,0.0,,,Y,0,55,0,0,0,0,,,,0,10,2007,WD ,Normal
770,905101490,20,RL,80.0,8816,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,TA,Y,SBrkr,1121,0,0,1121,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1963.0,Unf,2.0,480.0,TA,TA,Y,0,80,0,0,0,0,,MnPrv,,0,6,2009,WD ,Normal
1688,528102120,20,RL,91.0,11825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,856.0,TA,TA,Y,0,112,0,0,0,0,,,,0,6,2007,New,Partial
2260,916384050,20,RL,67.0,8368,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2.0,433.0,TA,TA,Y,100,39,0,0,0,0,,,,0,4,2007,New,Partial
2755,906382030,20,RL,86.0,11210,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1594.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3.0,865.0,TA,TA,Y,144,59,0,0,0,0,,,,0,7,2006,New,Partial
2407,528181040,120,RL,40.0,6792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,474.0,TA,TA,Y,132,35,0,0,0,0,,,,0,3,2006,New,Partial
2760,906392120,20,RL,78.0,11645,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1122.0,Unf,0.0,448.0,1570.0,GasA,Ex,Y,SBrkr,1590,0,0,1590,1.0,0.0,2,1,2,1,Ex,6,Typ,0,,Attchd,2005.0,Fin,3.0,754.0,TA,TA,Y,176,80,0,0,0,0,,,,0,8,2006,New,Partial
2676,903231070,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,112,0,0,0,0,0,,MnPrv,Shed,400,9,2006,WD ,Normal
985,923276260,85,RL,70.0,7669,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,LwQ,110.0,0.0,828.0,GasA,TA,Y,SBrkr,883,0,0,883,1.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1998.0,Unf,2.0,698.0,TA,TA,Y,100,32,0,0,0,0,,GdPrv,,0,6,2009,WD ,Normal
2535,534201260,20,RL,78.0,9360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,94,0,0,0,0,0,,,,0,8,2006,WD ,Abnorml
1719,528174040,120,RL,41.0,6289,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,,,,0,6,2007,WD ,Normal
2819,908102330,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,TA,Y,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,COD,Normal
427,528108020,20,RL,98.0,12704,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2042.0,2042.0,GasA,Ex,Y,SBrkr,2042,0,0,2042,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3.0,1390.0,TA,TA,Y,0,90,0,0,0,0,,,,0,8,2009,New,Partial
848,907192090,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,,,,0,3,2009,WD ,Normal
2675,903229040,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793,325,0,1118,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD ,Normal
2215,909276160,70,RL,78.0,12168,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428.0,Unf,0.0,537.0,965.0,GasA,TA,Y,SBrkr,1940,1254,0,3194,0.0,0.0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2.0,380.0,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD ,Alloca
1700,528114050,20,RL,110.0,14977,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,Unf,0.0,626.0,1976.0,GasA,Ex,Y,SBrkr,1976,0,0,1976,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,250,63,0,0,0,0,,,,0,7,2007,New,Partial
2057,905104170,20,RL,,8978,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,948.0,948.0,GasA,TA,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1968.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,,,,0,5,2007,WD ,Family
